method,method_label,target,splits,n,rmse,mae,r2,corr,coverage,width,width_std,width_cv,winkler,macro_well_coverage,p10_well_coverage,worst_well_coverage,worst_well,macro_well_width,macro_well_winkler,dataset,protocol,seed
hgb_cqr_signed,HGB-CQR,PhiT,2,175,0.14099279487303285,0.137075537108574,-11.379365205758546,0.8072727274760828,0.9142857142857143,0.39151706731482394,0.016472167735110826,0.040405217494246755,0.40490158097606255,0.8875498670212766,0.8413397606382979,0.8297872340425532,0,0.3561643820636584,0.3678761870528701,Mendeley_GOM_DNS,cross_well,7
lightgbm_cqr_signed,LightGBM Quantile+CQR,PhiT,2,175,0.12426323145720673,0.1196063197974535,-8.60084088677673,0.8162298627185715,0.9314285714285714,0.3601840843970246,0.010271796933491971,0.028760341284253255,0.3649861444719109,0.8858045212765957,0.8069481382978724,0.7872340425531915,0,0.33411219068918807,0.3404835299739627,Mendeley_GOM_DNS,cross_well,7
catboost_cqr_signed,CatBoost Quantile+CQR,PhiT,2,175,0.1521143679741294,0.14966819587047317,-13.347510199738801,0.7969588360784473,0.96,0.3505483252359435,0.017952068159805105,0.05028918380829841,0.3548795521331486,0.9389960106382979,0.9026928191489362,0.8936170212765957,0,0.32804698319220427,0.33352553139165353,Mendeley_GOM_DNS,cross_well,7
source_only_rf_cqr,Source-only RF-CQR,PhiT,2,219,0.140410665865383,0.1365940734655375,-11.13853622659524,0.8221655809195764,0.0045662100456621,0.06640830713046865,0.033972260820752095,0.5223912349861123,2.239570528767679,0.00847457627118644,0.0016949152542372883,0.0,1,0.07344742692213657,2.0796962299756476,Mendeley_GOM_DNS,cross_well,7
global_rf_cqr,Global RF-CQR,PhiT,10,219,0.01682257137036106,0.012643671773966797,-0.2867173035693023,,0.8264840182648402,0.05290170466174415,0.017623218902404134,0.3674247128807034,0.08138071486738807,0.8239583333333333,0.818125,0.8166666666666667,,0.05808187154392634,0.08783948621257764,Mendeley_GOM_DNS,within_well,7
wl_pcqr,WL-PCQR,PhiT,10,219,0.016822571370361052,0.012643671773966794,-0.2867173035693,0.6391198211293033,0.8264840182648402,0.05290170466174415,0.017623218902404134,0.3674247128807034,0.08138071486738807,0.8239583333333333,0.818125,0.8166666666666667,,0.05808187154392634,0.08783948621257764,Mendeley_GOM_DNS,within_well,7
extratrees_pcqr,ExtraTrees-PCQR,PhiT,10,219,0.01843361127485765,0.014343417848263498,-0.4129737650350689,0.6646744022325021,0.8447488584474886,0.0620848280621119,0.021902928954671757,0.3796514060669798,0.08644108324535948,0.8178030303030303,0.7720454545454545,0.7606060606060605,,0.06139177664133415,0.09066044683269965,Mendeley_GOM_DNS,within_well,7
catboost_cqr_signed,CatBoost Quantile+CQR,PhiT,10,219,0.01629302948944125,0.012065085072486601,-0.004113310039941827,0.7535418110072843,0.8584474885844748,0.052026815424853906,0.009272691736912739,0.19869570308979695,0.0916881259035456,0.8197916666666667,0.7506250000000001,0.7333333333333334,,0.05507376412525142,0.11337556612317512,Mendeley_GOM_DNS,within_well,7
ngboost_cqr_signed,NGBoost PI,PhiT,10,219,0.01467155625824511,0.010763117677247603,0.02898204135737151,0.8184058635977696,0.8356164383561644,0.04845134231776214,0.0007826163512524584,0.016216771786944903,0.10753775315050895,0.7833333333333334,0.6900000000000001,0.6666666666666667,,0.05177389702004798,0.14190515310319066,Mendeley_GOM_DNS,within_well,7
hgb_cqr_signed,HGB-CQR,PhiT,10,219,0.026662685587350736,0.022623260007917565,-10.826375563460505,,0.867579908675799,0.08658820434227692,0.017479193699941074,0.20482085538042027,0.11318501603909203,0.846875,0.8093750000000001,0.8,,0.09470005234674576,0.12536474535175363,Mendeley_GOM_DNS,within_well,7
lightgbm_cqr_signed,LightGBM Quantile+CQR,PhiT,10,219,0.014124579921777446,0.011016334403857951,0.17850889714412763,0.7722263894696232,0.8127853881278538,0.06260589413538646,0.017254041389318013,0.2778642572901897,0.11936145812740427,0.7825757575757575,0.7286363636363635,0.7151515151515151,,0.06504670679922112,0.14346217449671889,Mendeley_GOM_DNS,within_well,7
wl_pcqr,WL-PCQR,PhiT,2,175,0.03358844859144597,0.023515617380951072,0.2922175520677198,0.8308940289076278,0.9485714285714286,0.0911655373246445,0.04139172385945145,0.4533179790457165,0.09821514715397484,0.96484375,0.93671875,0.9296875,1,0.08897955872787773,0.09379862794714652,Mendeley_GOM_DNS,cross_well,123
global_rf_cqr,Global RF-CQR,PhiT,2,175,0.1403050825562643,0.13670180775402685,-11.255007699739343,0.8308667606524737,0.9428571428571428,0.3572585830246615,0.024918827107917475,0.06503937717803175,0.3612701652575547,0.9070811170212766,0.8452460106382979,0.8297872340425532,0,0.33445026963459,0.3393604626213592,Mendeley_GOM_DNS,cross_well,123
extratrees_pcqr,ExtraTrees-PCQR,PhiT,2,175,0.1516420680596382,0.14800088328109784,-13.255582585540314,0.817977784779938,0.9771428571428571,0.39306685834402766,0.008041014004827922,0.018835688447903197,0.3953182869154563,0.9709109042553192,0.9601396276595745,0.9574468085106383,0,0.35985649985399465,0.36162445198165427,Mendeley_GOM_DNS,cross_well,123
ngboost_cqr_signed,NGBoost PI,PhiT,2,175,0.1143482821436852,0.10983461669195874,-7.145911868350868,0.8552563080321787,0.9257142857142857,0.2922551028125966,4.553489877417341e-05,0.00015932868882116005,0.3008719719244037,0.9088264627659575,0.8796376329787234,0.8723404255319149,0,0.27837782427747493,0.2863303480601885,Mendeley_GOM_DNS,cross_well,123
hgb_cqr_signed,HGB-CQR,PhiT,2,175,0.14099279487303285,0.137075537108574,-11.379365205758546,0.8072727274760828,0.9142857142857143,0.39151706731482394,0.016472167735110826,0.040405217494246755,0.40490158097606255,0.8875498670212766,0.8413397606382979,0.8297872340425532,0,0.3561643820636584,0.3678761870528701,Mendeley_GOM_DNS,cross_well,123
lightgbm_cqr_signed,LightGBM Quantile+CQR,PhiT,2,175,0.12454266592540382,0.11993959064811707,-8.643390826424277,0.8073442336642581,0.9314285714285714,0.35976996765729946,0.010700607884188307,0.030780195046374383,0.36500860311841277,0.8858045212765957,0.8069481382978724,0.7872340425531915,0,0.33313260782730153,0.3403272084197997,Mendeley_GOM_DNS,cross_well,123
catboost_cqr_signed,CatBoost Quantile+CQR,PhiT,2,175,0.1569790830802564,0.15428903757589665,-14.281294211035872,0.7991871264078427,0.9657142857142857,0.35164535526775026,0.019233998623245107,0.053530367820685314,0.3562361794886374,0.9496343085106382,0.9218417553191489,0.9148936170212766,0,0.32902726553122874,0.3350228979414683,Mendeley_GOM_DNS,cross_well,123
source_only_rf_cqr,Source-only RF-CQR,PhiT,2,219,0.13990327434409355,0.1359146574542713,-11.030640657930416,0.8280091915674117,0.0,0.06503749734662488,0.03399199844790337,0.5525749788304946,2.2547317876814796,0.0,0.0,0.0,0,0.07467346263624837,2.0972854684378532,Mendeley_GOM_DNS,cross_well,123
global_rf_cqr,Global RF-CQR,PhiT,10,219,0.016776239047743852,0.012605043084133174,-0.20082618736547353,,0.8082191780821918,0.051805660075920974,0.017983186036510578,0.3828607075816973,0.08235995968758165,0.8114583333333334,0.8072916666666667,0.80625,,0.05682444535824718,0.08697250603554481,Mendeley_GOM_DNS,within_well,123
wl_pcqr,WL-PCQR,PhiT,10,219,0.016776239047743852,0.01260504308413317,-0.200826187365474,,0.8082191780821918,0.051805660075920974,0.017983186036510578,0.3828607075816973,0.08235995968758165,0.8114583333333334,0.8072916666666667,0.80625,,0.05682444535824718,0.08697250603554481,Mendeley_GOM_DNS,within_well,123
extratrees_pcqr,ExtraTrees-PCQR,PhiT,10,219,0.01858003656175314,0.014508606944484909,-0.42513972229440367,0.6022396168440255,0.821917808219178,0.06462654259856015,0.021501163300790133,0.352003866145376,0.08800230253258917,0.8081439393939394,0.7846590909090909,0.7787878787878788,,0.06482584561467454,0.09174912906094665,Mendeley_GOM_DNS,within_well,123
catboost_cqr_signed,CatBoost Quantile+CQR,PhiT,10,219,0.01568733869623213,0.01183207670954157,0.03919402276494459,0.7698019644002231,0.8493150684931506,0.053213150603119395,0.009939708235470909,0.2094452247850095,0.0897240762557518,0.8135416666666667,0.749375,0.7333333333333334,,0.0562857760592079,0.10771864961730465,Mendeley_GOM_DNS,within_well,123
ngboost_cqr_signed,NGBoost PI,PhiT,10,219,0.014378616227856541,0.010586619862534456,0.05142623002779305,0.7233940822367378,0.8310502283105022,0.04750546225126902,0.0007481215896976204,0.0160196331885362,0.10394550750496875,0.775,0.675,0.65,,0.05063943373986263,0.13521306447649592,Mendeley_GOM_DNS,within_well,123
hgb_cqr_signed,HGB-CQR,PhiT,10,219,0.026662685587350736,0.022623260007917565,-10.826375563460505,,0.867579908675799,0.08658820434227692,0.017479193699941074,0.20482085538042027,0.11318501603909203,0.846875,0.8093750000000001,0.8,,0.09470005234674576,0.12536474535175363,Mendeley_GOM_DNS,within_well,123
lightgbm_cqr_signed,LightGBM Quantile+CQR,PhiT,10,219,0.014149627328309973,0.011017539569252909,0.16889449488078145,,0.8310502283105022,0.06356955189107547,0.01667816761149637,0.26235324535292265,0.11662035302995985,0.7950757575757575,0.7311363636363636,0.7151515151515151,,0.06574031343168019,0.13865759861895857,Mendeley_GOM_DNS,within_well,123
